%time Input_Analog Output_Analog
8.9519e-06 -0.982216890573 -0.31872471039
8.952e-06 -0.980237219204 -0.318766115492
8.9521e-06 -0.978257160854 -0.318807394269
8.9522e-06 -0.976276716303 -0.318848546705
8.9523e-06 -0.974295886333 -0.318889572783
8.9524e-06 -0.972314671727 -0.318930472486
8.9525e-06 -0.970333073267 -0.318971245799
8.9526e-06 -0.968351091734 -0.319011892707
8.9527e-06 -0.966368727912 -0.319052413191
8.9528e-06 -0.964385982582 -0.319092807238
8.9529e-06 -0.962402856528 -0.31913307483
8.953e-06 -0.960419350533 -0.319173215953
8.9531e-06 -0.95843546538 -0.319213230589
8.9532e-06 -0.956451201851 -0.319253118724
8.9533e-06 -0.954466560731 -0.319292880342
8.9534e-06 -0.952481542802 -0.319332515426
8.9535e-06 -0.950496148849 -0.319372023962
8.9536e-06 -0.948510379655 -0.319411405934
8.9537e-06 -0.946524236004 -0.319450661326
8.9538e-06 -0.94453771868 -0.319489790123
8.9539e-06 -0.942550828467 -0.31952879231
8.954e-06 -0.940563566151 -0.31956766787
8.9541e-06 -0.938575932515 -0.319606416789
8.9542e-06 -0.936587928344 -0.319645039052
8.9543e-06 -0.934599554423 -0.319683534643
8.9544e-06 -0.932610811537 -0.319721903547
8.9545e-06 -0.93062170047 -0.319760145749
8.9546e-06 -0.92863222201 -0.319798261234
8.9547e-06 -0.926642376939 -0.319836249986
8.9548e-06 -0.924652166045 -0.319874111992
8.9549e-06 -0.922661590114 -0.319911847236
8.955e-06 -0.920670649929 -0.319949455703
8.9551e-06 -0.918679346279 -0.319986937378
8.9552e-06 -0.916687679949 -0.320024292246
8.9553e-06 -0.914695651725 -0.320061520294
8.9554e-06 -0.912703262393 -0.320098621505
8.9555e-06 -0.910710512741 -0.320135595867
8.9556e-06 -0.908717403554 -0.320172443363
8.9557e-06 -0.906723935621 -0.320209163979
8.9558e-06 -0.904730109727 -0.320245757702
8.9559e-06 -0.90273592666 -0.320282224516
8.956e-06 -0.900741387207 -0.320318564408
8.9561e-06 -0.898746492156 -0.320354777362
8.9562e-06 -0.896751242294 -0.320390863365
8.9563e-06 -0.894755638408 -0.320426822402
8.9564e-06 -0.892759681288 -0.32046265446
8.9565e-06 -0.89076337172 -0.320498359523
8.9566e-06 -0.888766710492 -0.320533937579
8.9567e-06 -0.886769698394 -0.320569388613
8.9568e-06 -0.884772336213 -0.320604712611
8.9569e-06 -0.882774624738 -0.320639909559
8.957e-06 -0.880776564757 -0.320674979443
8.9571e-06 -0.87877815706 -0.32070992225
8.9572e-06 -0.876779402435 -0.320744737966
8.9573e-06 -0.874780301672 -0.320779426577
8.9574e-06 -0.872780855559 -0.320813988069
8.9575e-06 -0.870781064886 -0.320848422428
8.9576e-06 -0.868780930442 -0.320882729642
8.9577e-06 -0.866780453018 -0.320916909697
8.9578e-06 -0.864779633402 -0.320950962578
8.9579e-06 -0.862778472385 -0.320984888274
8.958e-06 -0.860776970757 -0.32101868677
8.9581e-06 -0.858775129307 -0.321052358053
8.9582e-06 -0.856772948827 -0.321085902109
8.9583e-06 -0.854770430106 -0.321119318927
8.9584e-06 -0.852767573936 -0.321152608492
8.9585e-06 -0.850764381106 -0.321185770791
8.9586e-06 -0.848760852409 -0.321218805812
8.9587e-06 -0.846756988633 -0.32125171354
8.9588e-06 -0.844752790572 -0.321284493964
8.9589e-06 -0.842748259015 -0.321317147071
8.959e-06 -0.840743394755 -0.321349672847
8.9591e-06 -0.838738198583 -0.32138207128
8.9592e-06 -0.83673267129 -0.321414342357
8.9593e-06 -0.834726813668 -0.321446486065
8.9594e-06 -0.83272062651 -0.321478502391
8.9595e-06 -0.830714110606 -0.321510391324
